file_name,cmp_ratio,abs_mean_uncmp,std_dev,min_uncmp,max_uncmp,mean_uncmp,cmp_time,read_time,write_time,tot_time,
DF__UTC_20201111_020958/DF__UTC_20201111_020958.642.h5,4.24774,495.474,849.613,-23296,23165,0.371244,1902,8948,284,22011,
DF__UTC_20201111_021258/DF__UTC_20201111_021258.642.h5,4.24777,478.234,787.85,-23920,23794,0.30528,1899,8773,270,21803,
DF__UTC_20201111_021058/DF__UTC_20201111_021058.642.h5,4.24791,482.812,813.322,-22920,23890,0.391154,1895,8918,562,22237,
DF__UTC_20201111_021558/DF__UTC_20201111_021558.642.h5,4.24778,424.619,700.203,-23951,23391,0.0675565,1898,8664,268,21682,
DF__UTC_20201111_021158/DF__UTC_20201111_021158.642.h5,4.24779,479.915,797.161,-23830,22772,0.415666,1932,9180,562,22741,
DF__UTC_20201111_021458/DF__UTC_20201111_021458.642.h5,4.24788,436.067,718.042,-23418,22367,0.0781469,1904,8848,271,21888,
DF__UTC_20201111_021658/DF__UTC_20201111_021658.642.h5,4.24782,422.913,703.353,-23363,24134,0.108127,1908,8808,287,21889,
DF__UTC_20201111_021358/DF__UTC_20201111_021358.642.h5,4.248,441.259,726.447,-22787,23553,0.204517,1891,11613,281,24596,
DF__UTC_20201111_021758/DF__UTC_20201111_021758.642.h5,4.24735,419.877,718.012,-24876,25040,-0.813205,1922,8755,434,21952,
DF__UTC_20201111_021958/DF__UTC_20201111_021958.642.h5,4.24794,413.971,699.338,-22856,22659,0.412225,1901,8713,296,21825,
DF__UTC_20201111_022158/DF__UTC_20201111_022158.642.h5,4.24794,407.674,683.555,-23089,22394,0.169107,1890,8719,300,21752,
DF__UTC_20201111_022058/DF__UTC_20201111_022058.642.h5,4.24799,418.562,700.814,-22694,22728,0.170117,1897,8717,577,22081,
DF__UTC_20201111_022258/DF__UTC_20201111_022258.642.h5,4.24782,414.159,702.278,-23625,23636,0.245106,1905,8722,280,21824,
DF__UTC_20201111_022358/DF__UTC_20201111_022358.642.h5,4.24784,412.667,699.057,-23477,22436,0.288909,1903,8626,285,21726,
DF__UTC_20201111_022558/DF__UTC_20201111_022558.642.h5,4.24797,390.473,658.855,-22989,23108,0.382715,1906,8650,298,21694,
DF__UTC_20201111_022458/DF__UTC_20201111_022458.642.h5,4.24801,398.455,672.695,-22536,22604,0.276776,1930,8865,285,22140,
DF__UTC_20201111_022758/DF__UTC_20201111_022758.642.h5,4.248,390.131,661.256,-22569,22561,0.351695,1892,8754,284,21793,
DF__UTC_20201111_021858/DF__UTC_20201111_021858.642.h5,4.24741,419.197,718.414,-24773,24652,-0.4462,1918,17572,288,30647,
DF__UTC_20201111_022658/DF__UTC_20201111_022658.642.h5,4.24801,395.105,667.989,-22690,22986,0.305338,1900,14276,281,27343,
DF__UTC_20201111_022858/DF__UTC_20201111_022858.642.h5,4.24791,390.723,666.123,-23066,23099,0.21746,1903,8706,301,21774,
