file_name,cmp_ratio,abs_mean_uncmp,min_uncmp,max_uncmp,mean_uncmp,cmp_time,read_time,write_time,tot_time,
DF__UTC_20201111_080658/DF__UTC_20201111_080658.642.h5,4.248,361.803,-22590,22591,0.216848,1709,8351,2360,17437,
DF__UTC_20201111_080858/DF__UTC_20201111_080858.642.h5,4.24799,348.194,-22842,22862,0.198355,1679,8325,254,15213,
DF__UTC_20201111_080758/DF__UTC_20201111_080758.642.h5,4.24784,348.45,-23992,23474,0.154674,1709,8631,1796,17251,
DF__UTC_20201111_081058/DF__UTC_20201111_081058.642.h5,4.24763,366.856,-24240,24542,-0.442652,1725,8431,2011,17332,
DF__UTC_20201111_080958/DF__UTC_20201111_080958.642.h5,4.24793,360.523,-22912,23472,0.204175,1719,8340,2303,17589,
DF__UTC_20201111_081158/DF__UTC_20201111_081158.642.h5,4.24777,355.136,-23546,23784,-0.358423,1715,8453,2289,17664,
DF__UTC_20201111_081258/DF__UTC_20201111_081258.642.h5,4.24767,360.443,-24248,24491,-0.185723,1725,8396,2662,17827,
DF__UTC_20201111_081358/DF__UTC_20201111_081358.642.h5,4.24806,360.367,-22219,22459,0.438957,1660,8353,1726,16913,
DF__UTC_20201111_081458/DF__UTC_20201111_081458.642.h5,4.24801,357.771,-22532,22327,0.274956,1785,8294,1954,17152,
DF__UTC_20201111_081558/DF__UTC_20201111_081558.642.h5,4.24805,358.307,-22249,23243,0.350482,1725,8500,261,15856,
DF__UTC_20201111_081658/DF__UTC_20201111_081658.642.h5,4.24788,359.305,-23488,23783,0.420879,1710,8404,2505,17730,
DF__UTC_20201111_081758/DF__UTC_20201111_081758.642.h5,4.24762,361.012,-24358,23270,0.379016,1736,8442,2220,17565,
DF__UTC_20201111_081858/DF__UTC_20201111_081858.642.h5,4.2479,365.199,-23175,22812,0.422842,1689,8732,2024,17556,
DF__UTC_20201111_082158/DF__UTC_20201111_082158.642.h5,4.24788,354.427,-23500,22728,0.439579,1733,8387,330,15600,
DF__UTC_20201111_082258/DF__UTC_20201111_082258.642.h5,4.248,353.553,-22544,23307,0.556551,1735,8383,267,15556,
DF__UTC_20201111_082058/DF__UTC_20201111_082058.642.h5,4.24779,364.995,-23891,23404,0.389375,1702,8316,1826,16974,
DF__UTC_20201111_081958/DF__UTC_20201111_081958.642.h5,4.248,364.454,-22511,22431,0.379385,1733,8332,1938,17150,
DF__UTC_20201111_082358/DF__UTC_20201111_082358.642.h5,4.24792,356.545,-23295,23095,0.620451,1800,8368,279,15720,
DF__UTC_20201111_082458/DF__UTC_20201111_082458.642.h5,4.248,351.947,-22606,23058,0.619071,1784,8573,1163,16658,
DF__UTC_20201111_082558/DF__UTC_20201111_082558.642.h5,4.24798,351.466,-22836,23349,0.683504,1797,8510,2044,17555,
DF__UTC_20201111_082758/DF__UTC_20201111_082758.642.h5,4.24786,365.935,-23505,22911,0.690646,1716,8341,274,15519,
DF__UTC_20201111_082858/DF__UTC_20201111_082858.642.h5,4.24789,359.931,-23326,23799,0.61949,1728,8549,279,15745,
DF__UTC_20201111_082658/DF__UTC_20201111_082658.642.h5,4.24792,358.261,-23049,22717,0.73549,1703,8652,2034,17613,
DF__UTC_20201111_082958/DF__UTC_20201111_082958.642.h5,4.24784,359.026,-23584,23403,0.576316,1692,8375,257,15505,
DF__UTC_20201111_083058/DF__UTC_20201111_083058.642.h5,4.24791,353.497,-23402,23328,0.492342,1712,8710,261,15905,
DF__UTC_20201111_083158/DF__UTC_20201111_083158.642.h5,4.24793,361.926,-23089,24505,0.409148,1741,8554,263,15783,
DF__UTC_20201111_083358/DF__UTC_20201111_083358.642.h5,4.24756,357.266,-24379,24723,-0.371764,1783,8570,255,15842,
DF__UTC_20201111_083258/DF__UTC_20201111_083258.642.h5,4.24786,352.247,-23354,24032,0.413871,1820,8698,1890,17611,
DF__UTC_20201111_083458/DF__UTC_20201111_083458.642.h5,4.24782,360.946,-23627,23993,0.190237,1737,8639,2191,17695,
DF__UTC_20201111_083658/DF__UTC_20201111_083658.642.h5,4.24805,358.495,-22284,22311,0.496309,1711,8457,268,15547,
DF__UTC_20201111_083758/DF__UTC_20201111_083758.642.h5,4.24787,357.42,-23657,23622,0.488917,1696,8497,261,15541,
DF__UTC_20201111_083558/DF__UTC_20201111_083558.642.h5,4.24767,365.679,-24348,23554,0.639282,1726,8704,1935,17456,
DF__UTC_20201111_083958/DF__UTC_20201111_083958.642.h5,4.24787,355.267,-23354,23546,0.554443,1703,8379,258,15443,
DF__UTC_20201111_083858/DF__UTC_20201111_083858.642.h5,4.24786,355.644,-23568,23522,0.590305,1733,8430,2057,17334,
DF__UTC_20201111_084058/DF__UTC_20201111_084058.642.h5,4.24774,366.558,-24169,22927,0.484181,1713,8360,1956,17193,
DF__UTC_20201111_084158/DF__UTC_20201111_084158.642.h5,4.24791,369.273,-23207,23382,0.445127,1715,8389,2025,17429,
DF__UTC_20201111_084358/DF__UTC_20201111_084358.642.h5,4.24777,363.061,-24131,23441,0.497509,1698,8322,264,15575,
DF__UTC_20201111_084258/DF__UTC_20201111_084258.642.h5,4.24786,366.932,-23631,23887,0.476836,1710,8648,2131,17656,
DF__UTC_20201111_084458/DF__UTC_20201111_084458.642.h5,4.24766,357.99,-24898,23144,0.503194,1730,8479,270,15570,
DF__UTC_20201111_084758/DF__UTC_20201111_084758.642.h5,4.24789,360.538,-23459,23953,0.433825,1707,8407,1703,16878,
DF__UTC_20201111_084658/DF__UTC_20201111_084658.642.h5,4.24773,378.496,-23688,23668,0.491015,1712,8469,1936,17117,
DF__UTC_20201111_084558/DF__UTC_20201111_084558.642.h5,4.2479,372.126,-22861,23493,0.521241,1727,8882,2018,17709,
DF__UTC_20201111_084858/DF__UTC_20201111_084858.642.h5,4.24783,361.733,-23678,23756,0.369228,1648,8572,253,15523,
DF__UTC_20201111_084958/DF__UTC_20201111_084958.642.h5,4.24784,370.163,-23393,24013,0.345126,1694,8378,2073,17350,
DF__UTC_20201111_085158/DF__UTC_20201111_085158.642.h5,4.24788,374.255,-23389,23768,0.276023,1706,8371,261,15499,
DF__UTC_20201111_085058/DF__UTC_20201111_085058.642.h5,4.24792,374.657,-23122,23459,0.314578,1691,8359,1853,17121,
DF__UTC_20201111_085258/DF__UTC_20201111_085258.642.h5,4.2479,364.344,-23419,24539,0.202496,1707,8428,1984,17386,
DF__UTC_20201111_085358/DF__UTC_20201111_085358.642.h5,4.24782,364.842,-23549,23974,-0.144857,1675,8323,1868,16983,
DF__UTC_20201111_085458/DF__UTC_20201111_085458.642.h5,4.24754,386.427,-24602,23787,-0.433016,1742,8318,1888,17126,
DF__UTC_20201111_085658/DF__UTC_20201111_085658.642.h5,4.24801,365.718,-22480,23283,0.527578,1703,8393,265,15410,
DF__UTC_20201111_085858/DF__UTC_20201111_085858.642.h5,4.24796,371.583,-23086,22262,0.339263,1709,8468,252,15496,
DF__UTC_20201111_085758/DF__UTC_20201111_085758.642.h5,4.24789,369.569,-23471,24005,0.272139,1731,8586,267,15704,
DF__UTC_20201111_085558/DF__UTC_20201111_085558.642.h5,4.24775,370.94,-24091,23766,0.340604,1708,8643,1874,17367,
DF__UTC_20201111_090058/DF__UTC_20201111_090058.642.h5,4.24785,370.556,-23620,23632,0.463058,1702,8381,256,15520,
DF__UTC_20201111_085958/DF__UTC_20201111_085958.642.h5,4.24795,373.275,-23022,23241,0.400679,1726,8433,1994,17329,
DF__UTC_20201111_090258/DF__UTC_20201111_090258.642.h5,4.24787,373.467,-23408,22950,0.378757,1724,8433,263,15661,
DF__UTC_20201111_090158/DF__UTC_20201111_090158.642.h5,4.24788,372.161,-23424,23510,0.442755,1701,8392,2246,17499,
DF__UTC_20201111_090358/DF__UTC_20201111_090358.642.h5,4.24789,372.975,-23292,22969,0.428222,1732,8288,281,15528,
DF__UTC_20201111_090458/DF__UTC_20201111_090458.642.h5,4.24784,371.806,-23649,23237,0.519401,1718,9169,1865,17809,
DF__UTC_20201111_090658/DF__UTC_20201111_090658.642.h5,4.24792,376.836,-23000,23713,0.516501,1681,8726,254,15717,
DF__UTC_20201111_090558/DF__UTC_20201111_090558.642.h5,4.24793,368.265,-23218,23454,0.480058,1745,8783,2253,17995,
DF__UTC_20201111_090758/DF__UTC_20201111_090758.642.h5,4.24786,376.41,-23484,24120,0.485124,1727,8675,1831,17468,
DF__UTC_20201111_090858/DF__UTC_20201111_090858.642.h5,4.24777,373.363,-24112,23571,0.427401,1710,8908,2051,17761,
DF__UTC_20201111_090958/DF__UTC_20201111_090958.642.h5,4.24768,375.836,-24607,23342,0.340859,1695,8800,1989,17809,
DF__UTC_20201111_091158/DF__UTC_20201111_091158.642.h5,4.2479,372.575,-23327,23842,0.258874,1716,8717,253,15828,
DF__UTC_20201111_091058/DF__UTC_20201111_091058.642.h5,4.24787,369.756,-23729,23654,0.364973,1663,9259,259,16492,
DF__UTC_20201111_091258/DF__UTC_20201111_091258.642.h5,4.2478,374.443,-24019,24469,0.115693,1733,8775,262,15988,
DF__UTC_20201111_091358/DF__UTC_20201111_091358.642.h5,4.24781,381.957,-23923,23832,0.0872316,1728,8940,2004,17974,
DF__UTC_20201111_091558/DF__UTC_20201111_091558.642.h5,4.2477,374.212,-24047,24623,-0.236155,1725,8526,1712,16975,
DF__UTC_20201111_091658/DF__UTC_20201111_091658.642.h5,4.24765,378.806,-24656,23770,0.201765,1688,8859,256,15838,
DF__UTC_20201111_091458/DF__UTC_20201111_091458.642.h5,4.24765,379.13,-24274,24605,-0.58031,1780,9002,1908,17836,
DF__UTC_20201111_092158/DF__UTC_20201111_092158.642.h5,4.24789,388.739,-23371,23091,0.328407,1670,8408,250,15408,
DF__UTC_20201111_092058/DF__UTC_20201111_092058.642.h5,4.24802,376.144,-22554,22915,0.375187,1687,8597,262,15665,
DF__UTC_20201111_091858/DF__UTC_20201111_091858.642.h5,4.24792,378.463,-23385,23102,0.202402,1705,8438,2402,17646,
DF__UTC_20201111_091758/DF__UTC_20201111_091758.642.h5,4.24786,380.632,-23792,23220,0.335813,1726,9979,2660,19489,
DF__UTC_20201111_092258/DF__UTC_20201111_092258.642.h5,4.24787,383.632,-23489,24006,0.314208,1670,8640,256,15713,
DF__UTC_20201111_091958/DF__UTC_20201111_091958.642.h5,4.24797,376.823,-23098,22899,0.260409,1685,8242,2510,17680,
DF__UTC_20201111_092358/DF__UTC_20201111_092358.642.h5,4.24788,380.934,-23467,23766,0.475249,1719,8769,1776,17299,
DF__UTC_20201111_092458/DF__UTC_20201111_092458.642.h5,4.24804,384.066,-22385,23213,0.516569,1727,8443,272,15591,
DF__UTC_20201111_092658/DF__UTC_20201111_092658.642.h5,4.24787,385.922,-23596,22608,0.42603,1725,8299,258,15330,
DF__UTC_20201111_092558/DF__UTC_20201111_092558.642.h5,4.24791,386.794,-23174,22707,0.389712,1715,8728,257,15773,
DF__UTC_20201111_092858/DF__UTC_20201111_092858.642.h5,4.24782,380.713,-23833,23487,0.520543,1703,8538,253,15644,
DF__UTC_20201111_093158/DF__UTC_20201111_093158.642.h5,4.24775,398.281,-24208,23577,0.682399,1716,8467,259,15660,
DF__UTC_20201111_093058/DF__UTC_20201111_093058.642.h5,4.24777,390.876,-23629,23695,0.592131,1712,8690,1122,16692,
DF__UTC_20201111_092758/DF__UTC_20201111_092758.642.h5,4.24779,382.344,-24006,23806,0.499792,1725,8516,2130,17532,
DF__UTC_20201111_093258/DF__UTC_20201111_093258.642.h5,4.24791,390.105,-23276,23164,0.562717,1710,8634,263,15799,
DF__UTC_20201111_092958/DF__UTC_20201111_092958.642.h5,4.24785,387.504,-23116,22806,0.556062,1717,8781,2015,17689,
DF__UTC_20201111_093358/DF__UTC_20201111_093358.642.h5,4.24789,379.743,-23505,23958,0.58556,1710,8410,1962,17210,
DF__UTC_20201111_093458/DF__UTC_20201111_093458.642.h5,4.2478,380.128,-24178,22588,0.465789,1707,8567,1955,19799,
DF__UTC_20201111_093558/DF__UTC_20201111_093558.642.h5,4.24793,382.172,-23144,23304,0.43035,1718,8623,4165,19690,
DF__UTC_20201111_093758/DF__UTC_20201111_093758.642.h5,4.24788,376.424,-23678,23648,0.321402,1634,8440,874,16138,
DF__UTC_20201111_093658/DF__UTC_20201111_093658.642.h5,4.2479,379.8,-23504,23730,0.44505,1711,8621,5548,21020,
DF__UTC_20201111_094258/DF__UTC_20201111_094258.642.h5,4.24737,416.523,-23838,24085,0.595812,1759,8344,270,15512,
DF__UTC_20201111_093858/DF__UTC_20201111_093858.642.h5,4.2479,382.501,-23372,22412,0.312917,1621,8441,2046,17263,
DF__UTC_20201111_093958/DF__UTC_20201111_093958.642.h5,4.24769,379.613,-24122,23367,-0.0706859,1646,8298,1925,17039,
DF__UTC_20201111_094058/DF__UTC_20201111_094058.642.h5,4.24759,381.487,-24261,24650,-0.287788,1654,8305,1933,17114,
DF__UTC_20201111_094158/DF__UTC_20201111_094158.642.h5,4.24776,393.541,-23995,23303,0.190622,1693,8357,1879,17010,
DF__UTC_20201111_094358/DF__UTC_20201111_094358.642.h5,4.24787,396.173,-23188,22710,0.323145,1834,8627,2322,17854,
DF__UTC_20201111_094458/DF__UTC_20201111_094458.642.h5,4.2476,385.435,-23837,24458,0.332617,1727,8436,2319,17645,
DF__UTC_20201111_094558/DF__UTC_20201111_094558.642.h5,4.24762,394.714,-23432,24041,0.517498,1725,8501,1889,17286,
DF__UTC_20201111_094658/DF__UTC_20201111_094658.642.h5,4.24789,387.028,-22920,22644,0.309946,1701,8494,2182,17436,
DF__UTC_20201111_095158/DF__UTC_20201111_095158.642.h5,4.24781,366.117,-24213,23053,0.486618,1697,8418,264,15536,
DF__UTC_20201111_095258/DF__UTC_20201111_095258.642.h5,4.24797,369.278,-22831,24701,0.502658,1635,8342,251,15340,
DF__UTC_20201111_095058/DF__UTC_20201111_095058.642.h5,4.24799,366.138,-22897,22403,0.402979,1660,8488,922,16219,
DF__UTC_20201111_094858/DF__UTC_20201111_094858.642.h5,4.24797,371.692,-22979,22459,0.520077,1689,8408,2019,17243,
DF__UTC_20201111_094758/DF__UTC_20201111_094758.642.h5,4.24775,391.708,-23719,23443,0.373562,1695,8550,2396,17816,
DF__UTC_20201111_094958/DF__UTC_20201111_094958.642.h5,4.24786,366.382,-23763,22973,0.426643,1679,8499,2051,17458,
DF__UTC_20201111_095358/DF__UTC_20201111_095358.642.h5,4.248,365.92,-22615,23270,0.652333,1717,8506,2150,17601,
DF__UTC_20201111_095458/DF__UTC_20201111_095458.642.h5,4.24788,361.622,-23535,22325,0.57276,1723,8423,260,15570,
DF__UTC_20201111_095658/DF__UTC_20201111_095658.642.h5,4.24793,361.531,-23306,22716,0.501401,1706,8573,255,15603,
DF__UTC_20201111_095858/DF__UTC_20201111_095858.642.h5,4.2478,366.458,-24137,22543,0.487963,1722,8550,256,15636,
DF__UTC_20201111_100058/DF__UTC_20201111_100058.642.h5,4.24784,359.766,-23802,24550,0.407435,1717,8573,249,15648,
DF__UTC_20201111_095558/DF__UTC_20201111_095558.642.h5,4.24784,363.204,-23853,24018,0.567103,1753,8603,2071,17629,
DF__UTC_20201111_100258/DF__UTC_20201111_100258.642.h5,4.24765,366.272,-24305,24543,-0.21334,1730,8591,262,15706,
DF__UTC_20201111_100158/DF__UTC_20201111_100158.642.h5,4.2477,367.242,-24232,24587,0.0547539,1751,8656,269,15793,
DF__UTC_20201111_095758/DF__UTC_20201111_095758.642.h5,4.24786,361.867,-23649,23217,0.502683,1721,8598,1730,17264,
DF__UTC_20201111_095958/DF__UTC_20201111_095958.642.h5,4.24781,360.095,-24229,23702,0.401072,1725,8577,2187,17744,
DF__UTC_20201111_100358/DF__UTC_20201111_100358.642.h5,4.24793,365.431,-23042,23375,0.179445,1702,8542,1716,18462,
DF__UTC_20201111_100858/DF__UTC_20201111_100858.642.h5,4.2478,370.719,-24317,21900,0.417679,1667,8276,255,15296,
DF__UTC_20201111_101058/DF__UTC_20201111_101058.642.h5,4.24804,365.085,-22479,22931,0.598828,1653,8524,243,15414,
DF__UTC_20201111_100558/DF__UTC_20201111_100558.642.h5,4.24806,372.191,-22243,23544,0.435116,1678,8382,2522,17676,
DF__UTC_20201111_101158/DF__UTC_20201111_101158.642.h5,4.24796,373.03,-23099,22774,0.648599,1660,8410,254,15338,
DF__UTC_20201111_100658/DF__UTC_20201111_100658.642.h5,4.24794,370.213,-22951,23605,0.445371,1701,8513,1874,17115,
DF__UTC_20201111_100458/DF__UTC_20201111_100458.642.h5,4.24775,382.218,-23538,23779,0.623302,1706,9356,2682,18801,
DF__UTC_20201111_100758/DF__UTC_20201111_100758.642.h5,4.24786,369.868,-23481,22626,0.482671,1679,8787,2073,17731,
DF__UTC_20201111_101258/DF__UTC_20201111_101258.642.h5,4.24798,367.118,-23095,23165,0.561316,1760,8392,2313,17653,
DF__UTC_20201111_100958/DF__UTC_20201111_100958.642.h5,4.24811,376.291,-22097,24159,0.369375,1702,8540,3603,19309,
DF__UTC_20201111_101358/DF__UTC_20201111_101358.642.h5,4.24785,383.487,-23631,22965,0.518517,1702,8449,1948,17187,
DF__UTC_20201111_101558/DF__UTC_20201111_101558.642.h5,4.24783,379.698,-23975,23692,0.510653,1666,8970,250,15925,
DF__UTC_20201111_101458/DF__UTC_20201111_101458.642.h5,4.24789,383.395,-23194,23912,0.495076,1674,8812,1773,17308,
DF__UTC_20201111_102058/DF__UTC_20201111_102058.642.h5,4.24783,367.021,-23774,23740,0.582238,1670,8575,265,15643,
DF__UTC_20201111_101658/DF__UTC_20201111_101658.642.h5,4.24785,371.829,-23648,24407,0.531834,1680,8459,2215,17584,
DF__UTC_20201111_101758/DF__UTC_20201111_101758.642.h5,4.24791,374.626,-23313,23071,0.56539,1688,8751,2172,17790,
DF__UTC_20201111_101858/DF__UTC_20201111_101858.642.h5,4.24766,385.562,-24025,24088,0.555083,1701,8413,2513,17725,
DF__UTC_20201111_102158/DF__UTC_20201111_102158.642.h5,4.24791,380.066,-23021,23703,0.556363,1762,8425,269,15702,
DF__UTC_20201111_102258/DF__UTC_20201111_102258.642.h5,4.24775,381.706,-23993,23430,0.559119,1736,8361,261,15674,
DF__UTC_20201111_101958/DF__UTC_20201111_101958.642.h5,4.24778,366.484,-24158,24443,0.597421,1719,20584,2198,29615,
DF__UTC_20201111_102358/DF__UTC_20201111_102358.642.h5,4.24771,382.599,-23801,24039,0.454378,1691,8115,1903,16802,
DF__UTC_20201111_102758/DF__UTC_20201111_102758.642.h5,4.24724,400.141,-24192,24703,-0.304402,1666,8301,247,15224,
DF__UTC_20201111_102458/DF__UTC_20201111_102458.642.h5,4.2477,384.327,-23784,23175,0.368126,1710,8539,2257,17587,
DF__UTC_20201111_102558/DF__UTC_20201111_102558.642.h5,4.24755,397.838,-23875,23510,0.457893,1738,8497,2033,17343,
DF__UTC_20201111_102658/DF__UTC_20201111_102658.642.h5,4.24712,410.263,-24255,23562,0.104672,1673,8435,1982,17208,
DF__UTC_20201111_102858/DF__UTC_20201111_102858.642.h5,4.24732,393.957,-24765,24270,0.0923419,1670,8543,1987,17380,
DF__UTC_20201111_102958/DF__UTC_20201111_102958.642.h5,4.24776,390.11,-23813,22920,0.666034,1663,8366,2422,17620,
DF__UTC_20201111_103058/DF__UTC_20201111_103058.642.h5,4.24752,388.464,-23552,23621,0.45894,1713,8461,2065,17452,
DF__UTC_20201111_103158/DF__UTC_20201111_103158.642.h5,4.24759,388.181,-23381,24617,0.52577,1685,8350,1831,17122,
DF__UTC_20201111_103258/DF__UTC_20201111_103258.642.h5,4.24776,396.961,-23934,24140,0.504964,1726,8383,268,15448,
DF__UTC_20201111_103558/DF__UTC_20201111_103558.642.h5,4.24791,383.943,-23259,23387,0.610808,1705,8756,1006,16489,
DF__UTC_20201111_103458/DF__UTC_20201111_103458.642.h5,4.24781,381.24,-23901,22102,0.493247,1714,8797,1620,17199,
DF__UTC_20201111_103858/DF__UTC_20201111_103858.642.h5,4.24757,410.256,-24545,23746,0.568144,1648,8370,260,15314,
DF__UTC_20201111_103758/DF__UTC_20201111_103758.642.h5,4.24781,391.141,-23742,23953,0.692877,1667,8725,1957,17423,
DF__UTC_20201111_104058/DF__UTC_20201111_104058.642.h5,4.24787,391.861,-23413,23757,0.603704,1665,8371,253,15405,
DF__UTC_20201111_103658/DF__UTC_20201111_103658.642.h5,4.24784,387.347,-23579,23156,0.530177,1673,8648,2345,17890,
DF__UTC_20201111_103358/DF__UTC_20201111_103358.642.h5,4.24779,386.749,-23862,22993,0.439719,1716,8460,5648,20949,
DF__UTC_20201111_103958/DF__UTC_20201111_103958.642.h5,4.24777,388.141,-23624,23462,0.597252,1723,8694,1909,17542,
DF__UTC_20201111_104158/DF__UTC_20201111_104158.642.h5,4.24752,413.356,-23688,24063,0.564126,1666,8276,1984,17069,
DF__UTC_20201111_104258/DF__UTC_20201111_104258.642.h5,4.24727,412.7,-24580,24559,0.447636,1800,8457,2074,17545,
DF__UTC_20201111_104458/DF__UTC_20201111_104458.642.h5,4.24719,414.226,-24113,24603,0.706271,1733,8295,276,15480,
DF__UTC_20201111_104358/DF__UTC_20201111_104358.642.h5,4.24754,415.271,-23629,23838,0.562278,1711,8426,261,15528,
DF__UTC_20201111_104858/DF__UTC_20201111_104858.642.h5,4.24785,375.606,-23652,23248,0.413165,1714,8335,301,15513,
DF__UTC_20201111_104658/DF__UTC_20201111_104658.642.h5,4.24706,411.969,-24318,24177,0.532434,1707,8496,254,15620,
DF__UTC_20201111_104558/DF__UTC_20201111_104558.642.h5,4.24749,413.467,-23762,24072,0.550454,1721,8457,1942,17252,
DF__UTC_20201111_104958/DF__UTC_20201111_104958.642.h5,4.2478,383.089,-23731,23820,0.481972,1670,8389,257,15439,
DF__UTC_20201111_105158/DF__UTC_20201111_105158.642.h5,4.24786,376.308,-23511,24557,0.406609,1755,8394,269,15524,
DF__UTC_20201111_104758/DF__UTC_20201111_104758.642.h5,4.2474,395.166,-23747,23558,0.418319,1694,8469,2386,17758,
DF__UTC_20201111_105058/DF__UTC_20201111_105058.642.h5,4.24771,387.242,-24140,23283,0.345958,1687,8441,1732,17084,
DF__UTC_20201111_105258/DF__UTC_20201111_105258.642.h5,4.24742,378.291,-24927,24865,-0.155838,1730,8404,2465,17740,
DF__UTC_20201111_105358/DF__UTC_20201111_105358.642.h5,4.24775,384.385,-23511,23985,-0.159357,1701,8335,2085,17196,
DF__UTC_20201111_105458/DF__UTC_20201111_105458.642.h5,4.24772,383.645,-24458,23687,0.514837,1663,8703,2236,17603,
DF__UTC_20201111_105658/DF__UTC_20201111_105658.642.h5,4.24783,390.807,-23248,23278,0.0914445,1754,8618,270,15828,
DF__UTC_20201111_105858/DF__UTC_20201111_105858.642.h5,4.2477,383.821,-24414,22234,0.400287,1662,8289,254,15223,
DF__UTC_20201111_105558/DF__UTC_20201111_105558.642.h5,4.24788,384.285,-23182,23294,0.165842,1713,8303,1972,17126,
DF__UTC_20201111_110158/DF__UTC_20201111_110158.642.h5,4.24792,376.359,-23042,23555,0.398011,1651,8308,245,15357,
DF__UTC_20201111_105758/DF__UTC_20201111_105758.642.h5,4.24773,405.498,-23524,22628,0.171089,1737,8481,2495,17847,
DF__UTC_20201111_105958/DF__UTC_20201111_105958.642.h5,4.24779,385.39,-23848,23521,0.414786,1683,8170,2391,17377,
DF__UTC_20201111_110258/DF__UTC_20201111_110258.642.h5,4.24769,376.548,-24316,23640,0.364147,1711,8734,2267,21769,
DF__UTC_20201111_110058/DF__UTC_20201111_110058.642.h5,4.24762,375.866,-24442,23456,0.344519,1702,20394,1887,33303,
DF__UTC_20201111_110558/DF__UTC_20201111_110558.642.h5,4.24782,364.744,-23754,24031,0.396065,1667,8604,4366,19676,
DF__UTC_20201111_110658/DF__UTC_20201111_110658.642.h5,4.24791,372.242,-23037,23796,0.452125,1683,8559,4406,19726,
DF__UTC_20201111_110458/DF__UTC_20201111_110458.642.h5,4.24785,370.544,-23515,23395,0.519428,1713,8433,4862,20160,
DF__UTC_20201111_110358/DF__UTC_20201111_110358.642.h5,4.24791,367.584,-23198,22810,0.507145,1710,8652,5042,20560,
DF__UTC_20201111_110858/DF__UTC_20201111_110858.642.h5,4.2479,371.473,-23109,23049,0.36827,1547,8482,4158,19356,
DF__UTC_20201111_110758/DF__UTC_20201111_110758.642.h5,4.24779,367.16,-23743,23493,0.495077,1600,8437,5114,20330,
DF__UTC_20201111_111058/DF__UTC_20201111_111058.642.h5,4.24778,376.021,-23835,24081,0.438795,1553,8325,3379,18477,
DF__UTC_20201111_110958/DF__UTC_20201111_110958.642.h5,4.24795,375.996,-22865,23168,0.390504,1533,8249,4327,19368,
DF__UTC_20201111_111258/DF__UTC_20201111_111258.642.h5,4.24787,372.254,-23303,23829,0.337198,1708,8752,265,15554,
DF__UTC_20201111_111458/DF__UTC_20201111_111458.642.h5,4.24775,363.274,-24164,23131,0.261096,1724,8428,272,15508,
DF__UTC_20201111_111358/DF__UTC_20201111_111358.642.h5,4.24788,362.16,-23248,22834,0.31801,1726,8638,2035,17547,
DF__UTC_20201111_111658/DF__UTC_20201111_111658.642.h5,4.24768,375.788,-23883,23839,-0.181554,1714,8600,2584,18079,
DF__UTC_20201111_111858/DF__UTC_20201111_111858.642.h5,4.24783,386.848,-23193,24770,0.267133,1679,8422,2094,17270,
DF__UTC_20201111_111758/DF__UTC_20201111_111758.642.h5,4.24778,365.027,-23842,23779,0.427451,1677,8550,2122,17453,
DF__UTC_20201111_112058/DF__UTC_20201111_112058.642.h5,4.248,356.683,-22725,23774,0.328949,1672,8401,2181,17354,
DF__UTC_20201111_111958/DF__UTC_20201111_111958.642.h5,4.24791,381.266,-22837,22726,0.239926,1674,8464,2072,17460,
DF__UTC_20201111_111558/DF__UTC_20201111_111558.642.h5,4.24764,377.833,-23975,23737,-0.282736,1736,8625,4141,19736,
DF__UTC_20201111_111158/DF__UTC_20201111_111158.642.h5,4.24783,381.835,-23513,24145,0.371401,1703,8300,4895,20118,
DF__UTC_20201111_112158/DF__UTC_20201111_112158.642.h5,4.24803,365.348,-22506,22512,0.278706,1729,8402,1904,17181,
DF__UTC_20201111_112258/DF__UTC_20201111_112258.642.h5,4.24791,362.477,-23014,24048,0.195619,1712,8282,1874,16962,
DF__UTC_20201111_112358/DF__UTC_20201111_112358.642.h5,4.24802,360.36,-22536,23336,0.193375,1685,8183,2297,17266,
DF__UTC_20201111_112458/DF__UTC_20201111_112458.642.h5,4.24786,354.521,-23760,22935,0.215001,1738,8219,1979,17232,
DF__UTC_20201111_112858/DF__UTC_20201111_112858.642.h5,4.24784,368.878,-23414,23604,0.193251,1662,8320,1952,17085,
DF__UTC_20201111_112658/DF__UTC_20201111_112658.642.h5,4.248,352.773,-22730,23264,0.290225,1656,8218,2284,17317,
DF__UTC_20201111_112558/DF__UTC_20201111_112558.642.h5,4.24781,364.507,-23862,22906,0.268643,1767,8326,2174,17416,
DF__UTC_20201111_112758/DF__UTC_20201111_112758.642.h5,4.24789,366.605,-23425,24223,0.289038,1658,8494,2143,17459,
DF__UTC_20201111_112958/DF__UTC_20201111_112958.642.h5,4.24783,355.726,-23850,24608,0.228545,1665,8116,2053,17187,
DF__UTC_20201111_113058/DF__UTC_20201111_113058.642.h5,4.24784,358.94,-23725,23797,0.199397,1717,17464,720,24983,
DF__UTC_20201111_113258/DF__UTC_20201111_113258.642.h5,4.24786,352.616,-23850,23408,0.112097,1700,8539,254,15607,
DF__UTC_20201111_113158/DF__UTC_20201111_113158.642.h5,4.24793,355.381,-23203,22872,0.168486,1726,8602,1840,17343,
DF__UTC_20201111_113358/DF__UTC_20201111_113358.642.h5,4.24794,354.397,-23382,22769,0.115727,1684,8426,258,15486,
