file_name,cmp_ratio,abs_mean_uncmp,min_uncmp,max_uncmp,mean_uncmp,cmp_time,read_time,write_time,tot_time,
DF__UTC_20201111_204232/DF__UTC_20201111_204232.602.h5,4.24783,460.266,-22826,23849,-2.69775,1723,8581,2010,17495,
DF__UTC_20201111_204432/DF__UTC_20201111_204432.602.h5,4.24718,453.375,-24461,24434,-2.70712,1770,8383,1952,17301,
DF__UTC_20201111_204532/DF__UTC_20201111_204532.602.h5,4.24723,432.3,-24636,24804,-2.87241,1780,8736,267,15840,
DF__UTC_20201111_204732/DF__UTC_20201111_204732.602.h5,4.24696,437.367,-25120,24105,-2.73238,1741,8479,275,15609,
DF__UTC_20201111_204632/DF__UTC_20201111_204632.602.h5,4.24664,446.183,-25239,24766,-2.70046,1856,8365,1821,17220,
DF__UTC_20201111_204832/DF__UTC_20201111_204832.602.h5,4.24773,435.872,-23599,24276,-2.25911,1713,8612,2152,17554,
DF__UTC_20201111_204932/DF__UTC_20201111_204932.602.h5,4.2478,441.54,-23400,23163,-2.3702,1719,8444,2264,17590,
DF__UTC_20201111_205032/DF__UTC_20201111_205032.602.h5,4.24737,457.174,-24063,24161,-2.27661,1736,8316,1915,17096,
DF__UTC_20201111_205232/DF__UTC_20201111_205232.602.h5,4.24744,463.343,-23455,22791,-2.57038,1713,8256,276,15404,
DF__UTC_20201111_205132/DF__UTC_20201111_205132.602.h5,4.24745,434.218,-24155,23801,-2.41705,1720,8245,1887,17061,
DF__UTC_20201111_205332/DF__UTC_20201111_205332.602.h5,4.24782,444.725,-23021,24411,-2.56003,1692,8347,2380,17615,
DF__UTC_20201111_205432/DF__UTC_20201111_205432.602.h5,4.24767,433.63,-23586,24077,-2.57191,1742,8227,270,15392,
DF__UTC_20201111_205532/DF__UTC_20201111_205532.602.h5,4.24773,437.721,-23596,23489,-2.63814,1741,8199,1909,17002,
DF__UTC_20201111_205732/DF__UTC_20201111_205732.602.h5,4.24714,443.058,-24773,23995,-2.55016,1743,8504,263,15586,
DF__UTC_20201111_205632/DF__UTC_20201111_205632.602.h5,4.24787,434.394,-23090,22815,-2.54728,1771,8416,2035,17457,
DF__UTC_20201111_205832/DF__UTC_20201111_205832.602.h5,4.24711,449.677,-24912,24748,-2.57268,1744,9136,2133,18100,
DF__UTC_20201111_210132/DF__UTC_20201111_210132.602.h5,4.24788,439.529,-23041,23205,-2.4453,1713,8442,613,15876,
DF__UTC_20201111_205932/DF__UTC_20201111_205932.602.h5,4.2473,473.303,-24138,24866,-2.69819,1732,8586,2000,17507,
DF__UTC_20201111_210232/DF__UTC_20201111_210232.602.h5,4.24758,442.691,-24437,24488,-2.61256,1725,8546,266,15736,
DF__UTC_20201111_210032/DF__UTC_20201111_210032.602.h5,4.24768,437.912,-23573,23134,-2.40558,1713,8388,1947,17165,
DF__UTC_20201111_210332/DF__UTC_20201111_210332.602.h5,4.24715,474.272,-24827,24262,-2.59478,1801,8609,1882,17425,
DF__UTC_20201111_210432/DF__UTC_20201111_210432.602.h5,4.24733,472.88,-23821,23308,-2.52169,1755,8374,2078,17335,
DF__UTC_20201111_210632/DF__UTC_20201111_210632.602.h5,4.24724,504.197,-24131,24203,-2.24771,1708,8484,266,15644,
DF__UTC_20201111_210532/DF__UTC_20201111_210532.602.h5,4.2471,494.175,-24264,24636,-2.30627,1704,8466,2160,17478,
DF__UTC_20201111_210732/DF__UTC_20201111_210732.602.h5,4.2468,481.984,-24670,25172,-2.62522,1727,8336,1995,17238,
DF__UTC_20201111_211032/DF__UTC_20201111_211032.602.h5,4.24795,443.235,-22680,22851,-2.08516,1739,8640,288,15910,
DF__UTC_20201111_210932/DF__UTC_20201111_210932.602.h5,4.24736,463.216,-24348,23452,-2.52556,1721,9000,281,16198,
DF__UTC_20201111_211132/DF__UTC_20201111_211132.602.h5,4.24799,437.812,-22818,22990,-2.23334,1696,8800,285,15990,
DF__UTC_20201111_210832/DF__UTC_20201111_210832.602.h5,4.24688,488.33,-24762,24982,-2.70269,1767,8896,1832,17675,
DF__UTC_20201111_211232/DF__UTC_20201111_211232.602.h5,4.24754,441.459,-24325,24259,-2.12173,1735,8330,273,15504,
DF__UTC_20201111_211332/DF__UTC_20201111_211332.602.h5,4.24768,453.327,-23375,23758,-2.08299,1708,8724,261,15876,
DF__UTC_20201111_211432/DF__UTC_20201111_211432.602.h5,4.24781,450.985,-23727,23084,-1.90802,1802,8351,1864,17226,
DF__UTC_20201111_211632/DF__UTC_20201111_211632.602.h5,4.24791,431.801,-23270,23632,-1.80111,1697,8361,267,15560,
DF__UTC_20201111_211532/DF__UTC_20201111_211532.602.h5,4.24783,432.547,-23638,23899,-1.82441,1736,8495,266,15603,
DF__UTC_20201111_211732/DF__UTC_20201111_211732.602.h5,4.24769,445.919,-24065,24157,-1.9372,1760,8486,274,15663,
DF__UTC_20201111_211832/DF__UTC_20201111_211832.602.h5,4.24703,480.576,-23891,23804,-2.16747,1721,8382,263,15512,
DF__UTC_20201111_211932/DF__UTC_20201111_211932.602.h5,4.24741,450.239,-24484,23686,-1.96819,1745,8457,266,15599,
DF__UTC_20201111_212032/DF__UTC_20201111_212032.602.h5,4.24692,472.503,-24443,23683,-1.37,1783,8496,274,15677,
DF__UTC_20201111_212232/DF__UTC_20201111_212232.602.h5,4.24801,438.024,-22428,22973,-1.43569,1742,8352,1384,16700,
DF__UTC_20201111_212132/DF__UTC_20201111_212132.602.h5,4.24794,417.733,-22836,23242,-1.55774,1736,8318,1819,17022,
DF__UTC_20201111_212332/DF__UTC_20201111_212332.602.h5,4.2475,467.727,-23814,23466,-1.446,1727,8600,260,15762,
DF__UTC_20201111_212732/DF__UTC_20201111_212732.602.h5,4.24784,451.822,-22931,23189,-0.825311,1651,8306,271,15369,
DF__UTC_20201111_212532/DF__UTC_20201111_212532.602.h5,4.2473,450.58,-24642,23960,-1.45204,1831,8620,3575,19155,
DF__UTC_20201111_212632/DF__UTC_20201111_212632.602.h5,4.24781,464.272,-23151,23967,-0.888158,1712,8587,3987,19423,
DF__UTC_20201111_212432/DF__UTC_20201111_212432.602.h5,4.24705,482.221,-24352,23452,-1.63291,1745,9014,4442,20361,
DF__UTC_20201111_212932/DF__UTC_20201111_212932.602.h5,4.24784,468.607,-23049,23424,-0.649868,1692,8133,257,15264,
DF__UTC_20201111_212832/DF__UTC_20201111_212832.602.h5,4.24757,463.018,-24009,23315,-0.837816,1709,8563,283,15673,
DF__UTC_20201111_213232/DF__UTC_20201111_213232.602.h5,4.24763,460.579,-23516,24104,-0.474174,1725,8096,271,15231,
DF__UTC_20201111_213032/DF__UTC_20201111_213032.602.h5,4.2477,474.154,-23473,22712,-0.468748,1725,8197,1875,16982,
DF__UTC_20201111_213132/DF__UTC_20201111_213132.602.h5,4.24766,448.237,-23556,23423,-0.472924,1705,8121,1828,16863,
DF__UTC_20201111_213332/DF__UTC_20201111_213332.602.h5,4.24742,460.531,-24384,24194,-0.416538,1783,8477,2217,17606,
DF__UTC_20201111_213732/DF__UTC_20201111_213732.602.h5,4.24804,436.203,-22423,22171,0.0765863,1704,8329,265,15321,
DF__UTC_20201111_213632/DF__UTC_20201111_213632.602.h5,4.24743,458.849,-24187,23604,-0.541773,1714,8445,266,15504,
DF__UTC_20201111_213432/DF__UTC_20201111_213432.602.h5,4.2472,467.437,-24793,25060,-0.569226,1737,8414,2164,17448,
DF__UTC_20201111_213532/DF__UTC_20201111_213532.602.h5,4.24732,464.705,-24149,23876,-0.653689,1728,8372,2192,17443,
DF__UTC_20201111_214032/DF__UTC_20201111_214032.602.h5,4.24757,458.598,-23936,24097,0.0951269,1705,8266,254,15307,
DF__UTC_20201111_213832/DF__UTC_20201111_213832.602.h5,4.24811,438.823,-22074,23834,0.0470894,1711,8785,1785,17452,
DF__UTC_20201111_214132/DF__UTC_20201111_214132.602.h5,4.24796,439.479,-22797,23147,0.326136,1718,8477,267,15737,
DF__UTC_20201111_213932/DF__UTC_20201111_213932.602.h5,4.24762,449.029,-24200,23929,0.119118,1757,8379,2687,17972,
DF__UTC_20201111_214232/DF__UTC_20201111_214232.602.h5,4.24722,452.208,-25099,22923,0.378491,1734,8266,1917,17024,
DF__UTC_20201111_214332/DF__UTC_20201111_214332.602.h5,4.24796,448.984,-22893,22437,0.368367,1752,8934,270,16066,
DF__UTC_20201111_214432/DF__UTC_20201111_214432.602.h5,4.24741,482.321,-23657,24140,0.315791,1738,8449,281,15660,
DF__UTC_20201111_214532/DF__UTC_20201111_214532.602.h5,4.24754,453.126,-24096,23865,0.519826,1738,8531,274,15754,
DF__UTC_20201111_214732/DF__UTC_20201111_214732.602.h5,4.24706,471.197,-24643,24013,0.230242,1732,8557,263,15612,
DF__UTC_20201111_214632/DF__UTC_20201111_214632.602.h5,4.24778,447.665,-23508,23446,0.400271,1771,8911,2222,18008,
DF__UTC_20201111_214832/DF__UTC_20201111_214832.602.h5,4.2471,480.814,-24393,24103,0.131643,1745,8710,278,15825,
DF__UTC_20201111_214932/DF__UTC_20201111_214932.602.h5,4.24747,484.378,-23716,24321,0.468644,1723,8506,262,15656,
DF__UTC_20201111_215032/DF__UTC_20201111_215032.602.h5,4.24753,469.817,-23722,23726,0.411188,1723,8450,1832,17202,
DF__UTC_20201111_215132/DF__UTC_20201111_215132.602.h5,4.24757,454.025,-24053,23995,0.19638,1727,8381,2074,17447,
DF__UTC_20201111_215232/DF__UTC_20201111_215232.602.h5,4.2465,504.148,-24241,24327,0.0684285,1676,8370,2120,17345,
DF__UTC_20201111_215332/DF__UTC_20201111_215332.602.h5,4.24727,516.53,-23797,23692,-0.105962,1771,8315,257,15451,
DF__UTC_20201111_215432/DF__UTC_20201111_215432.602.h5,4.24682,487.649,-24447,24745,-0.258586,1776,8630,278,15855,
DF__UTC_20201111_215632/DF__UTC_20201111_215632.602.h5,4.24785,437.105,-23340,23464,-0.287236,1709,8572,259,15621,
DF__UTC_20201111_215532/DF__UTC_20201111_215532.602.h5,4.24759,479.416,-23363,23766,-0.144502,1821,8693,2182,17897,
DF__UTC_20201111_215732/DF__UTC_20201111_215732.602.h5,4.24739,444.504,-24654,24335,-0.649631,1745,8389,268,15565,
DF__UTC_20201111_215932/DF__UTC_20201111_215932.602.h5,4.24661,479.662,-24921,24773,-0.931269,1731,8472,280,15579,
DF__UTC_20201111_215832/DF__UTC_20201111_215832.602.h5,4.24731,463.814,-24385,24074,-0.93141,1720,8457,1873,17173,
DF__UTC_20201111_220032/DF__UTC_20201111_220032.602.h5,4.24725,449.578,-24119,24618,-0.718258,1693,8336,263,15529,
DF__UTC_20201111_220132/DF__UTC_20201111_220132.602.h5,4.24724,446.615,-24437,24089,-1.11473,1718,8376,1955,17248,
DF__UTC_20201111_220232/DF__UTC_20201111_220232.602.h5,4.24758,467.476,-23694,24156,-1.05032,1715,8316,252,15438,
DF__UTC_20201111_220332/DF__UTC_20201111_220332.602.h5,4.2476,479.242,-23690,24333,-1.14404,1859,8272,2031,17324,
DF__UTC_20201111_220432/DF__UTC_20201111_220432.602.h5,4.24734,472.588,-24288,24269,-1.35332,1725,8578,2004,17329,
DF__UTC_20201111_220532/DF__UTC_20201111_220532.602.h5,4.24732,459.038,-24225,24619,-1.59316,1746,8400,1998,17245,
DF__UTC_20201111_220832/DF__UTC_20201111_220832.602.h5,4.24736,490.859,-23895,24774,-1.56066,1722,8271,274,15324,
DF__UTC_20201111_220732/DF__UTC_20201111_220732.602.h5,4.24708,471.478,-24785,23939,-1.49404,1698,8373,1885,16996,
DF__UTC_20201111_220632/DF__UTC_20201111_220632.602.h5,4.24739,447.087,-24200,24712,-1.83178,1715,8319,1998,17120,
DF__UTC_20201111_221032/DF__UTC_20201111_221032.602.h5,4.24719,469.489,-24438,24438,-1.81642,1711,8234,1609,16698,
DF__UTC_20201111_220932/DF__UTC_20201111_220932.602.h5,4.24788,463.287,-23096,23200,-1.77387,1743,8383,2352,17582,
DF__UTC_20201111_221232/DF__UTC_20201111_221232.602.h5,4.24743,463.17,-23789,23828,-2.2448,1697,8573,1821,17233,
DF__UTC_20201111_221132/DF__UTC_20201111_221132.602.h5,4.24728,481.117,-24216,24613,-2.0676,1706,8341,2319,17573,
DF__UTC_20201111_221332/DF__UTC_20201111_221332.602.h5,4.24744,461.817,-23942,23498,-2.28951,1826,8382,1807,17173,
DF__UTC_20201111_221532/DF__UTC_20201111_221532.602.h5,4.24716,447.081,-24741,24777,-2.46579,1742,8466,1774,17141,
DF__UTC_20201111_221432/DF__UTC_20201111_221432.602.h5,4.24771,451.802,-23781,23291,-2.37983,1735,8958,2018,17803,
DF__UTC_20201111_221732/DF__UTC_20201111_221732.602.h5,4.24695,473.994,-24215,24790,-2.58025,1697,8496,1886,17248,
DF__UTC_20201111_221632/DF__UTC_20201111_221632.602.h5,4.2468,469.895,-24677,24862,-2.50516,1704,8633,2079,17589,
DF__UTC_20201111_221832/DF__UTC_20201111_221832.602.h5,4.24766,453.818,-24182,23347,-2.35076,1681,8515,2499,17773,
DF__UTC_20201111_222032/DF__UTC_20201111_222032.602.h5,4.24726,469.913,-24390,23916,-2.07192,1709,8667,273,15833,
DF__UTC_20201111_221932/DF__UTC_20201111_221932.602.h5,4.24719,471.734,-24225,24943,-2.01907,1749,8407,1760,17083,
DF__UTC_20201111_222232/DF__UTC_20201111_222232.602.h5,4.24804,438.505,-22430,23637,-2.23286,1733,8587,271,15750,
DF__UTC_20201111_222132/DF__UTC_20201111_222132.602.h5,4.24782,450.375,-23097,23413,-2.03539,1698,8272,1987,17163,
DF__UTC_20201111_222332/DF__UTC_20201111_222332.602.h5,4.24753,455.324,-24213,22548,-2.11658,1832,8324,1713,17051,
DF__UTC_20201111_222432/DF__UTC_20201111_222432.602.h5,4.24756,471.986,-23049,23825,-1.99321,1705,8351,296,15435,
DF__UTC_20201111_222532/DF__UTC_20201111_222532.602.h5,4.24791,472.53,-22839,23953,-1.86986,1704,8483,264,15529,
DF__UTC_20201111_222732/DF__UTC_20201111_222732.602.h5,4.24786,456.48,-23077,23994,-1.76761,1735,8333,2043,17248,
DF__UTC_20201111_222632/DF__UTC_20201111_222632.602.h5,4.24794,443.207,-22765,22246,-1.72376,1733,8377,2204,17445,
DF__UTC_20201111_222932/DF__UTC_20201111_222932.602.h5,4.24714,446.058,-25067,24941,-1.72793,1730,8550,288,15723,
DF__UTC_20201111_222832/DF__UTC_20201111_222832.602.h5,4.24749,447.918,-24084,24208,-1.61774,1715,8519,1906,17208,
DF__UTC_20201111_223032/DF__UTC_20201111_223032.602.h5,4.24723,451.034,-24707,24356,-1.70884,1724,8596,262,15623,
DF__UTC_20201111_223132/DF__UTC_20201111_223132.602.h5,4.24792,424.109,-23331,23324,-1.52701,1723,8536,266,15559,
DF__UTC_20201111_223232/DF__UTC_20201111_223232.602.h5,4.24801,425.277,-22796,22062,-1.28901,1747,8462,2061,17466,
DF__UTC_20201111_223432/DF__UTC_20201111_223432.602.h5,4.24778,453.881,-23322,23553,-1.25031,1764,8361,272,15493,
DF__UTC_20201111_223532/DF__UTC_20201111_223532.602.h5,4.24759,458.453,-24044,23601,-1.16795,1753,8442,274,15559,
DF__UTC_20201111_223332/DF__UTC_20201111_223332.602.h5,4.24789,443.105,-23083,23641,-1.32225,1748,11657,1925,20420,
DF__UTC_20201111_223832/DF__UTC_20201111_223832.602.h5,4.24738,440.187,-24490,24600,-0.899258,1723,8304,251,15407,
DF__UTC_20201111_223932/DF__UTC_20201111_223932.602.h5,4.24743,438.027,-24368,23846,-1.01874,1718,8554,269,16291,
DF__UTC_20201111_223632/DF__UTC_20201111_223632.602.h5,4.2478,444.472,-23413,22667,-1.1908,1709,8539,1972,17454,
DF__UTC_20201111_223732/DF__UTC_20201111_223732.602.h5,4.24793,448.659,-22929,23014,-1.12062,1703,8532,2213,17593,
DF__UTC_20201111_224032/DF__UTC_20201111_224032.602.h5,4.24769,450.32,-23697,24048,-1.04012,1727,8399,2020,17324,
DF__UTC_20201111_224132/DF__UTC_20201111_224132.602.h5,4.24763,452.604,-24203,23099,-0.59375,1688,8232,268,15390,
DF__UTC_20201111_224232/DF__UTC_20201111_224232.602.h5,4.24777,454.373,-23579,22774,-0.705722,1745,8302,272,15519,
DF__UTC_20201111_224532/DF__UTC_20201111_224532.602.h5,4.24783,482.426,-22842,23735,-0.442213,1711,8757,255,15697,
DF__UTC_20201111_224332/DF__UTC_20201111_224332.602.h5,4.2472,457.881,-24569,24306,-0.474451,1785,8902,2093,17886,
DF__UTC_20201111_224432/DF__UTC_20201111_224432.602.h5,4.24714,471.935,-24662,24197,-0.504525,1730,8914,2551,18196,
DF__UTC_20201111_224632/DF__UTC_20201111_224632.602.h5,4.24794,455.908,-22742,23655,-0.367514,1723,8551,278,15707,
DF__UTC_20201111_225032/DF__UTC_20201111_225032.602.h5,4.24738,442.745,-24493,23853,-0.347403,1685,8481,262,15489,
DF__UTC_20201111_224732/DF__UTC_20201111_224732.602.h5,4.24784,439.64,-23375,22885,-0.223558,1692,8365,1811,16917,
DF__UTC_20201111_224832/DF__UTC_20201111_224832.602.h5,4.24745,445.451,-23870,23835,-0.134015,1750,8453,2406,17636,
DF__UTC_20201111_224932/DF__UTC_20201111_224932.602.h5,4.24677,460.93,-24793,24533,-0.146302,1711,8286,2539,17495,
DF__UTC_20201111_225132/DF__UTC_20201111_225132.602.h5,4.24753,445.623,-24140,24832,-0.483727,1713,8560,2048,17289,
DF__UTC_20201111_225232/DF__UTC_20201111_225232.602.h5,4.24767,467.043,-23337,23711,0.042079,1713,8425,4209,19480,
DF__UTC_20201111_225332/DF__UTC_20201111_225332.602.h5,4.24736,457.557,-23883,24012,0.105084,1802,8393,2195,17546,
DF__UTC_20201111_225432/DF__UTC_20201111_225432.602.h5,4.24758,453.516,-23474,23665,0.104526,1695,8319,2121,17334,
DF__UTC_20201111_225532/DF__UTC_20201111_225532.602.h5,4.2475,455.496,-23647,23463,0.18728,1721,8271,1825,16912,
DF__UTC_20201111_225632/DF__UTC_20201111_225632.602.h5,4.24706,463.187,-24477,23765,0.222928,1714,8361,259,15348,
DF__UTC_20201111_230132/DF__UTC_20201111_230132.602.h5,4.24793,435.983,-22993,24833,0.302322,1705,8321,260,15349,
DF__UTC_20201111_225932/DF__UTC_20201111_225932.602.h5,4.24771,454.484,-23422,24573,0.189514,1722,8455,264,15520,
DF__UTC_20201111_225832/DF__UTC_20201111_225832.602.h5,4.24765,446.952,-23883,23195,0.284564,1737,8364,2023,17325,
DF__UTC_20201111_230032/DF__UTC_20201111_230032.602.h5,4.24754,449.753,-24293,23771,0.355331,1714,8315,2210,17479,
DF__UTC_20201111_225732/DF__UTC_20201111_225732.602.h5,4.24773,449.046,-23166,23056,0.246298,1736,8531,1978,17480,
DF__UTC_20201111_230232/DF__UTC_20201111_230232.602.h5,4.24689,459.029,-25047,24076,0.116632,1724,8406,271,15511,
DF__UTC_20201111_230432/DF__UTC_20201111_230432.602.h5,4.24713,455.869,-24545,23785,0.199195,1753,8376,270,15544,
DF__UTC_20201111_230332/DF__UTC_20201111_230332.602.h5,4.24752,453.065,-23897,24373,-0.0580707,1830,8328,2313,17636,
DF__UTC_20201111_230532/DF__UTC_20201111_230532.602.h5,4.24766,447.562,-23910,22896,0.414201,1705,8452,2131,17291,
DF__UTC_20201111_230632/DF__UTC_20201111_230632.602.h5,4.24762,443.619,-23991,24323,0.46513,1691,8478,262,15445,
DF__UTC_20201111_230732/DF__UTC_20201111_230732.602.h5,4.24805,420.635,-22527,22282,0.283136,1714,8421,1934,17301,
DF__UTC_20201111_230832/DF__UTC_20201111_230832.602.h5,4.24792,432.865,-22927,22393,0.315136,1711,8324,2155,17327,
DF__UTC_20201111_231132/DF__UTC_20201111_231132.602.h5,4.24771,431.153,-24239,22624,0.2787,1736,8471,2185,17578,
DF__UTC_20201111_230932/DF__UTC_20201111_230932.602.h5,4.2477,448.741,-23793,23421,0.31611,1677,8494,2368,17663,
DF__UTC_20201111_231032/DF__UTC_20201111_231032.602.h5,4.24753,438.482,-24061,23717,0.358944,1661,8805,2687,18372,
DF__UTC_20201111_231232/DF__UTC_20201111_231232.602.h5,4.24744,445.758,-24320,24472,0.132981,1776,8315,2126,17425,
DF__UTC_20201111_231332/DF__UTC_20201111_231332.602.h5,4.24745,463.762,-23876,23706,0.00708464,1751,8502,309,15759,
DF__UTC_20201111_231432/DF__UTC_20201111_231432.602.h5,4.24754,445.096,-24042,23647,-0.0199342,1753,8554,260,15650,
DF__UTC_20201111_231532/DF__UTC_20201111_231532.602.h5,4.2478,435.406,-23465,23685,0.520055,1735,8750,262,15848,
DF__UTC_20201111_231632/DF__UTC_20201111_231632.602.h5,4.2479,424.487,-23363,24471,0.469411,1708,8675,258,15731,
DF__UTC_20201111_231732/DF__UTC_20201111_231732.602.h5,4.24799,434.441,-22921,23461,0.555237,1724,8760,256,15771,
DF__UTC_20201111_231832/DF__UTC_20201111_231832.602.h5,4.24787,430.123,-23123,23734,0.59979,1709,8466,263,15667,
DF__UTC_20201111_232032/DF__UTC_20201111_232032.602.h5,4.24792,447.12,-23126,23053,0.445911,1743,8519,262,15671,
DF__UTC_20201111_231932/DF__UTC_20201111_231932.602.h5,4.24789,433.866,-23397,23597,0.503451,1808,8534,1902,17487,
DF__UTC_20201111_232132/DF__UTC_20201111_232132.602.h5,4.24769,456.039,-24033,24059,0.390263,1711,8619,2171,17609,
DF__UTC_20201111_232232/DF__UTC_20201111_232232.602.h5,4.24787,437.2,-23061,23372,0.49655,1728,8609,2099,17614,
DF__UTC_20201111_232332/DF__UTC_20201111_232332.602.h5,4.24775,438.387,-23963,24402,0.552157,1750,8320,266,15408,
DF__UTC_20201111_232532/DF__UTC_20201111_232532.602.h5,4.248,434.103,-22697,23063,0.462203,1728,8374,258,15424,
DF__UTC_20201111_232432/DF__UTC_20201111_232432.602.h5,4.24786,422.129,-23846,22410,0.459645,1792,8384,2227,17476,
DF__UTC_20201111_232632/DF__UTC_20201111_232632.602.h5,4.24761,435.269,-24193,24387,0.278252,1740,8356,2432,17650,
DF__UTC_20201111_232832/DF__UTC_20201111_232832.602.h5,4.24754,427.53,-24433,24179,0.0869269,1709,8384,1988,17201,
DF__UTC_20201111_232732/DF__UTC_20201111_232732.602.h5,4.24729,434.368,-25010,24401,0.115905,1715,8477,2428,17748,
DF__UTC_20201111_232932/DF__UTC_20201111_232932.602.h5,4.24768,442.793,-23527,23665,0.688445,1684,9180,2222,18156,
DF__UTC_20201111_233132/DF__UTC_20201111_233132.602.h5,4.24802,428.269,-22877,23180,0.667585,1773,8339,255,15520,
DF__UTC_20201111_233032/DF__UTC_20201111_233032.602.h5,4.24792,431.021,-23270,22769,0.675479,1741,8454,2102,17470,
DF__UTC_20201111_233232/DF__UTC_20201111_233232.602.h5,4.248,455.792,-22405,22655,0.829524,1738,8288,2186,17335,
DF__UTC_20201111_233332/DF__UTC_20201111_233332.602.h5,4.24779,432.069,-23810,23818,0.628008,1735,8425,2175,17496,
DF__UTC_20201111_233532/DF__UTC_20201111_233532.602.h5,4.24801,432.591,-22764,22481,0.597845,1701,8401,262,15481,
DF__UTC_20201111_233432/DF__UTC_20201111_233432.602.h5,4.24784,435.966,-23725,23079,0.595702,1693,8296,1663,16795,
DF__UTC_20201111_233632/DF__UTC_20201111_233632.602.h5,4.24789,434.058,-23351,23603,0.622171,1739,8388,280,15582,
DF__UTC_20201111_233732/DF__UTC_20201111_233732.602.h5,4.24789,438.568,-22985,22826,0.681712,1696,8515,261,15619,
DF__UTC_20201111_233832/DF__UTC_20201111_233832.602.h5,4.24782,439.549,-23869,22445,0.552451,1707,8335,2766,17994,
DF__UTC_20201111_233932/DF__UTC_20201111_233932.602.h5,4.24774,430.445,-24677,23234,0.468158,1765,8259,267,15407,
DF__UTC_20201111_234132/DF__UTC_20201111_234132.602.h5,4.2474,437.415,-24415,23883,0.132404,1736,8349,262,15517,
DF__UTC_20201111_234032/DF__UTC_20201111_234032.602.h5,4.24791,421.46,-23464,22712,0.416262,1763,8428,2141,17502,
DF__UTC_20201111_234232/DF__UTC_20201111_234232.602.h5,4.24726,423.389,-25217,24625,0.172412,1740,8204,2014,17159,
DF__UTC_20201111_234332/DF__UTC_20201111_234332.602.h5,4.24792,438.878,-23372,23978,0.372506,1776,8504,272,15774,
DF__UTC_20201111_234432/DF__UTC_20201111_234432.602.h5,4.24798,415.363,-23114,22426,0.474187,1868,8544,1976,17663,
DF__UTC_20201111_234532/DF__UTC_20201111_234532.602.h5,4.24796,412.85,-23326,23484,0.34061,1709,8432,2195,17424,
DF__UTC_20201111_234632/DF__UTC_20201111_234632.602.h5,4.24794,424.828,-23526,23515,0.350197,1669,8534,261,15550,
DF__UTC_20201111_234732/DF__UTC_20201111_234732.602.h5,4.24765,431.112,-23917,24391,0.273068,1736,8476,262,15640,
DF__UTC_20201111_234932/DF__UTC_20201111_234932.602.h5,4.24772,436.53,-23896,24058,0.159401,1782,8435,259,15620,
DF__UTC_20201111_234832/DF__UTC_20201111_234832.602.h5,4.24802,443.421,-22702,23122,0.22763,1782,8440,1917,17268,
DF__UTC_20201111_235032/DF__UTC_20201111_235032.602.h5,4.24808,422.029,-22280,22361,0.239872,1712,8393,1924,17133,
DF__UTC_20201111_235132/DF__UTC_20201111_235132.602.h5,4.24815,419.87,-22023,22614,0.148046,1722,8275,2090,17218,
DF__UTC_20201111_235332/DF__UTC_20201111_235332.602.h5,4.24804,421.515,-22971,23199,0.209831,1717,8810,270,15887,
DF__UTC_20201111_235232/DF__UTC_20201111_235232.602.h5,4.24784,424.925,-23818,23180,0.206078,1698,8365,2503,17753,
DF__UTC_20201111_235532/DF__UTC_20201111_235532.602.h5,4.24742,431.216,-24576,25496,-0.184625,1839,8391,272,15750,
DF__UTC_20201111_235632/DF__UTC_20201111_235632.602.h5,4.24725,435.524,-24966,24422,-0.120885,1774,8280,279,15521,
DF__UTC_20201111_235432/DF__UTC_20201111_235432.602.h5,4.24742,432.618,-24748,24686,-0.0700038,1766,8328,2079,17295,
DF__UTC_20201111_235732/DF__UTC_20201111_235732.602.h5,4.24787,429.907,-23428,23223,0.196237,1676,8308,259,15384,
DF__UTC_20201111_235832/DF__UTC_20201111_235832.602.h5,4.24754,449.631,-23824,24543,-0.0157688,1739,8393,1778,17048,
DF__UTC_20201111_235932/DF__UTC_20201111_235932.602.h5,4.24824,420.23,-21414,22447,0.153089,1705,8535,2158,17587,
DF__UTC_20201112_000132/DF__UTC_20201112_000132.602.h5,4.24788,424.415,-23254,22797,0.110391,1684,8457,259,15538,
DF__UTC_20201112_000032/DF__UTC_20201112_000032.602.h5,4.24794,423.919,-23085,22317,0.217713,1747,8318,2083,17319,
DF__UTC_20201112_000232/DF__UTC_20201112_000232.602.h5,4.24797,431.046,-22997,23657,0.176045,1728,8325,464,15656,
DF__UTC_20201112_000332/DF__UTC_20201112_000332.602.h5,4.24781,428.079,-24112,22970,0.191596,1776,8473,1977,17388,
DF__UTC_20201112_000432/DF__UTC_20201112_000432.602.h5,4.24784,442.97,-23324,23686,0.199716,1769,8366,276,15577,
DF__UTC_20201112_000532/DF__UTC_20201112_000532.602.h5,4.24806,425.98,-22581,23983,0.213041,1792,8245,295,15533,
DF__UTC_20201112_000732/DF__UTC_20201112_000732.602.h5,4.24804,427.956,-22499,23820,0.144106,1717,8360,264,15441,
DF__UTC_20201112_000632/DF__UTC_20201112_000632.602.h5,4.24797,438.088,-23052,22511,0.2267,1763,8416,1891,17214,
DF__UTC_20201112_000832/DF__UTC_20201112_000832.602.h5,4.24799,415.507,-23146,23832,0.133946,1742,8287,2146,17242,
DF__UTC_20201112_000932/DF__UTC_20201112_000932.602.h5,4.24777,425.656,-23660,24040,0.0463514,1828,8439,268,15695,
